id;escola;coordenadoria_id;turno;escola_id;serie;turno_id
476;CETI Historiador Arindal Vinicius Da Fonseca Reis;45;Noturno;183;;
477;EE Joao Bosco Ramos de Lima;46;Matutino;184;;
478;EE Benta Solart;46;Vespertino;184;;
479;EE Prefeito Cicero Lopes da Silva;46;Noturno;184;;
480;EE Adelaide Cabral;47;Matutino;185;;
481;EE Castelo Branco;47;Vespertino;185;;
482;EE Clovis Negreiros;47;Noturno;185;;
483;EE Profa. Maria da Graca Nogueira;47;Matutino;186;;
484;EE Miriam Sakyama;47;Vespertino;186;;
485;EE Profa. Santina Felizola;47;Noturno;186;;
486;EE Sao Pedro;47;Matutino;187;;
487;EETI Walton Rodrigues Bizantino;47;Vespertino;187;;
488;EETI Prefeito Donga Michiles;47;Noturno;187;;
489;EE Joao Paulo II;47;Matutino;188;;
490;EE Prof. Gilberto Mestrinho;48;Vespertino;188;;
491;EE Sao Sebastiao do Corocoro;48;Noturno;188;;
492;EE Prof. Raimundo da Silva Melo;48;Matutino;189;;
493;EETI Profa. Enery Barbosa dos Santos;48;Vespertino;189;;
494;EE Povo Indigena Hexkaryana;48;Noturno;189;;
495;EE Engo Abilio Nery;49;Matutino;190;;
496;EE Profa. Isabel Barroncas;49;Vespertino;190;;
497;EE Profa. Maria Araujo Sales;49;Noturno;190;;
498;EE Prof. Jose Paula de Sa;49;Matutino;191;;
499;CETI Profa. Rosaria Marinho Paes;49;Vespertino;191;;
500;EETI Joaquim de Paula;50;Noturno;191;;
501;EETI Balbina Mestrinho;50;Matutino;192;;
502;EETI Danilo de Mattos Areosa;50;Vespertino;192;;
503;EE Guilherme Buzaglo;51;Noturno;192;;
504;EE Prof. Joaquim Canamary Gualberto;51;Matutino;193;;
505;EE Francisco de Sa;51;Vespertino;193;;
506;EE Julieta Lopes de Albuquerque;51;Noturno;193;;
507;EE J.W. Marriot Jr;51;Matutino;194;;
508;EETI Lourival Holanda Saraiva Neto;51;Vespertino;194;;
509;Colegio Batista de Parintins;52;Noturno;194;;
510;EE Araujo Filho;52;Matutino;195;;
511;EETI Brandao de Amorim;52;Vespertino;195;;
512;EE Gentil Belem;52;Noturno;195;;
513;EE Padre Jorge Freizzinni;52;Matutino;196;;
514;EE Ministro Waldemar Pedrosa;52;Vespertino;196;;
515;Colegio Nossa Senhora do Carmo;52;Noturno;196;;
516;EE Prof. Aderson de Menezes;52;Integral;197;;
517;EE Ryota Oyama;52;Integral;198;;
518;EE Sao Jose Operario;52;Matutino;199;;
519;EE Senador Alvaro Maia;52;Vespertino;199;;
520;EE Senador Joao Bosco;52;Noturno;199;;
521;EE Suzana de Jesus Azedo;52;Integral;200;;
522;EE Geny Bentes de Jesus;52;Matutino;201;;
523;EE Irma Sa;52;Vespertino;201;;
524;EE Tomaszinho Meirelles;52;Noturno;201;;
525;EE Dom Gino Malvestio;52;Matutino;202;;
526;EE de Caburi;52;Vespertino;202;;
527;EE Caetano Mendonca;52;Noturno;202;;
528;CETI Glaucio Goncalves;52;Matutino;203;;
529;Centro de Ensino Mediado Por Tecnologia de Parintins;52;Vespertino;203;;
530;EE Alberto de A. Correa;53;Noturno;203;;
531;EE Frei Mario Sabino;53;Matutino;204;;
532;EE Cruzeiro do Ceu;53;Vespertino;204;;
533;EE Maria Calderaro;54;Noturno;204;;
534;EETI Presidente Figueiredo;54;Matutino;205;;
535;EE de Balbina;54;Vespertino;205;;
536;CETI Maria Eva Dos Santos;54;Noturno;205;;
537;EE Raimundo Paz;55;Matutino;206;;
538;EE Rio Preto da Eva;55;Vespertino;206;;
539;EE Sagrada Familia;56;Noturno;206;;
540;EE Santa Isabel;56;Matutino;207;;
541;EETI Padre Schanaider;56;Vespertino;207;;
542;EE Presidente Vargas;57;Noturno;207;;
543;EE Santo Antonio;57;Matutino;208;;
544;EE Deuzalina Pinto Ribeiro;57;Vespertino;208;;
545;EE Dom Pedro I;57;Noturno;208;;
546;EE Eduardo Ribeiro;57;Matutino;209;;
547;EE Rosa Garcia;57;Vespertino;209;;
548;EE Tenente Antonio Joao;58;Noturno;209;;
549;EE Nossa Senhora da Imaculada Conceicao;58;Matutino;210;;
550;EE Indigena Duque de Caxias;58;Vespertino;210;;
551;EE Sao Miguel;58;Noturno;210;;
552;EE Dom Massa;58;Matutino;211;;
553;EE Sagrado Coracao;58;Vespertino;211;;
554;EE Dom Bosco;58;Noturno;211;;
555;EE Imaculada Conceicao;58;Integral;212;;
556;EE Nª Sª da Assuncao;58;Matutino;213;;
557;EE Sao Gabriel;58;Vespertino;213;;
558;EE Irma Ines Penha;58;Noturno;213;;
559;EE Sagrada Familia;58;Matutino;214;;
560;EE Indigena Yepamahsa Imikohorimahsa;58;Vespertino;214;;
561;EETI Indigena Pamuri Mahsa Wi I;58;Noturno;214;;
562;CETI Pedro Fukuyei Yamaguchi Ferreira;58;Matutino;215;;
563;EE Monsenhor Evangelista Cefalonia;59;Vespertino;215;;
564;EE Desembargador Joao Rebelo Correa;59;Noturno;215;;
565;EE Profa. Nilce Rocha Coelho;59;Matutino;216;;
566;EE Lauro de Almeida Castelo Branco;59;Vespertino;216;;
567;Centro Educacional Domenico Marzi;59;Noturno;216;;
568;EE Indigena Poguta;59;Integral;217;;
569;EE Indigena Genesio Custodio Manuel;59;Matutino;218;;
570;CETI Calixto Ribeiro;59;Vespertino;218;;
571;Centro Educacional 27 de Julho;60;Noturno;218;;
572;EETI Sao Sebastiao;60;Integral;219;;
573;EE Deputado Armando Mendes;60;Matutino;220;;
574;EE Fernando Ramos de Miranda;60;Vespertino;220;;
575;EE 5 de Setembro;61;Noturno;220;;
576;EE Humberto de Alencar Castelo Branco;61;Matutino;221;;
577;EE Marechal Rondon;62;Vespertino;221;;
578;EE Almirante Tamandare;62;Noturno;221;;
579;EE Conceicao Xavier de Alencar;62;Matutino;222;;
580;EE Pedro Teixeira;62;Vespertino;222;;
581;EE Duque de Caxias;62;Noturno;222;;
582;EE Belem do Solimoes;62;Integral;223;;
583;EE Prof. Raimundo da Silva Carvalho;62;Integral;224;;
584;EE Indigena Profa. Elecia Campos Manduca;62;Integral;225;;
585;CETI João Carlos Pereira dos Santos;62;Matutino;226;;
586;EE Antonio Ferreira de Oliveira;63;Vespertino;226;;
587;EE Marcelino Champagnat;63;Noturno;226;;
588;EE Marizita;63;Matutino;227;;
589;EE Alcyjara de Queiroz;64;Vespertino;227;;
590;EE Amelia Lima;64;Noturno;227;;
591;EE Antidio Borges Facanha;64;Matutino;228;;
592;EE Corintho Borges Facanha;64;Vespertino;228;;
593;EE Eduardo Ribeiro;64;Noturno;228;;
594;EE Eduardo Sa;64;Matutino;229;;
595;EE Frei Andre da Costa;64;Vespertino;229;;
596;EE Isidoro Goncalves de Souza;64;Noturno;229;;
597;EE Madre Maria Das Merces;64;Matutino;230;;
598;EE Nossa Senhora Das Gracas;64;Vespertino;230;;
599;Centro Educacional Governador Gilberto Mestrinho;64;Noturno;230;;
600;EE Sao Jose;64;Matutino;231;;
601;EE Santa Thereza;64;Vespertino;231;;
602;EE Dep. Armando de Souza Mendes;64;Noturno;231;;
603;EE Getulio Vargas;64;Matutino;232;;
604;EE Profa. Nazira Litaiff Moriz;64;Vespertino;232;;
605;CETI Francisco Helio Bezerra Bessa;64;Noturno;232;;
606;EE Sao Francisco;65;Matutino;233;;
607;EE Madre Regina Protmann;65;Vespertino;233;;
608;EE Hermano Stradelli;66;Noturno;233;;
609;EE Edson Melo;66;Matutino;234;;
610;EE Profa. Cinthia Regia Gomes do Livramento;66;Vespertino;234;;
611;EETI Prof. Lazaro Ramos;67;Noturno;234;;
612;EE Balbina Mestrinho;67;Matutino;235;;
613;CETI Pedro Falabella;67;Vespertino;235;;
614;EE Esperanca;68;Noturno;235;;
615;EE Licinio Jose de Araujo;68;Matutino;236;;
616;EE Maria Arruda;68;Vespertino;236;;
617;EE Prof. Armando Kettle;68;Noturno;236;;
;;;Matutino;237;;
;;;Vespertino;237;;
;;;Noturno;237;;
;;;Matutino;238;;
;;;Vespertino;238;;
;;;Noturno;238;;
;;;Matutino;239;;
;;;Vespertino;239;;
;;;Noturno;239;;
;;;Matutino;240;;
;;;Vespertino;240;;
;;;Noturno;240;;
;;;Matutino;241;;
;;;Vespertino;241;;
;;;Noturno;241;;
;;;Matutino;242;;
;;;Vespertino;242;;
;;;Noturno;242;;
;;;Matutino;243;;
;;;Vespertino;243;;
;;;Noturno;243;;
;;;Matutino;244;;
;;;Vespertino;244;;
;;;Noturno;244;;
;;;Matutino;245;;
;;;Vespertino;245;;
;;;Noturno;245;;
;;;Matutino;246;;
;;;Vespertino;246;;
;;;Noturno;246;;
;;;Matutino;247;;
;;;Vespertino;247;;
;;;Noturno;247;;
;;;Matutino;248;;
;;;Vespertino;248;;
;;;Noturno;248;;
;;;Matutino;249;;
;;;Vespertino;249;;
;;;Noturno;249;;
;;;Matutino;250;;
;;;Vespertino;250;;
;;;Noturno;250;;
;;;Matutino;251;;
;;;Vespertino;251;;
;;;Noturno;251;;
;;;Matutino;252;;
;;;Vespertino;252;;
;;;Noturno;252;;
;;;Matutino;253;;
;;;Vespertino;253;;
;;;Noturno;253;;
;;;Matutino;254;;
;;;Vespertino;254;;
;;;Noturno;254;;
;;;Integral;255;;
;;;Matutino;256;;
;;;Vespertino;256;;
;;;Noturno;256;;
;;;Matutino;257;;
;;;Vespertino;257;;
;;;Noturno;257;;
;;;Matutino;258;;
;;;Vespertino;258;;
;;;Noturno;258;;
;;;Matutino;259;;
;;;Vespertino;259;;
;;;Noturno;259;;
;;;Matutino;260;;
;;;Vespertino;260;;
;;;Noturno;260;;
;;;Matutino;261;;
;;;Vespertino;261;;
;;;Noturno;261;;
;;;Matutino;262;;
;;;Vespertino;262;;
;;;Noturno;262;;
;;;Matutino;263;;
;;;Vespertino;263;;
;;;Noturno;263;;
;;;Matutino;264;;
;;;Vespertino;264;;
;;;Noturno;264;;
;;;Matutino;265;;
;;;Vespertino;265;;
;;;Noturno;265;;
;;;Matutino;266;;
;;;Vespertino;266;;
;;;Noturno;266;;
;;;Matutino;267;;
;;;Vespertino;267;;
;;;Noturno;267;;
;;;Matutino;268;;
;;;Vespertino;268;;
;;;Noturno;268;;
;;;Matutino;269;;
;;;Vespertino;269;;
;;;Noturno;269;;
;;;Matutino;270;;
;;;Vespertino;270;;
;;;Noturno;270;;
;;;Matutino;271;;
;;;Vespertino;271;;
;;;Noturno;271;;
;;;Matutino;272;;
;;;Vespertino;272;;
;;;Noturno;272;;
;;;Matutino;273;;
;;;Vespertino;273;;
;;;Noturno;273;;
;;;Matutino;274;;
;;;Vespertino;274;;
;;;Noturno;274;;
;;;Matutino;275;;
;;;Vespertino;275;;
;;;Noturno;275;;
;;;Integral;276;;
;;;Matutino;277;;
;;;Vespertino;277;;
;;;Noturno;277;;
;;;Matutino;278;;
;;;Vespertino;278;;
;;;Noturno;278;;
;;;Matutino;279;;
;;;Vespertino;279;;
;;;Noturno;279;;
;;;Matutino;280;;
;;;Vespertino;280;;
;;;Noturno;280;;
;;;Matutino;281;;
;;;Vespertino;281;;
;;;Noturno;281;;
;;;Matutino;282;;
;;;Vespertino;282;;
;;;Noturno;282;;
;;;Matutino;283;;
;;;Vespertino;283;;
;;;Noturno;283;;
;;;Matutino;284;;
;;;Vespertino;284;;
;;;Noturno;284;;
;;;Matutino;285;;
;;;Vespertino;285;;
;;;Noturno;285;;
;;;Matutino;286;;
;;;Vespertino;286;;
;;;Noturno;286;;
;;;Integral;287;;
;;;Matutino;288;;
;;;Vespertino;288;;
;;;Noturno;288;;
;;;Matutino;289;;
;;;Vespertino;289;;
;;;Noturno;289;;
;;;Integral;290;;
;;;Matutino;291;;
;;;Vespertino;291;;
;;;Noturno;291;;
;;;Matutino;292;;
;;;Vespertino;292;;
;;;Noturno;292;;
;;;Matutino;293;;
;;;Vespertino;293;;
;;;Noturno;293;;
;;;Matutino;294;;
;;;Vespertino;294;;
;;;Noturno;294;;
;;;Matutino;295;;
;;;Vespertino;295;;
;;;Noturno;295;;
;;;Matutino;296;;
;;;Vespertino;296;;
;;;Noturno;296;;
;;;Matutino;297;;
;;;Vespertino;297;;
;;;Noturno;297;;
;;;Integral;298;;
;;;Matutino;299;;
;;;Vespertino;299;;
;;;Noturno;299;;
;;;Matutino;300;;
;;;Vespertino;300;;
;;;Noturno;300;;
;;;Matutino;301;;
;;;Vespertino;301;;
;;;Noturno;301;;
;;;Matutino;302;;
;;;Vespertino;302;;
;;;Noturno;302;;
;;;Matutino;303;;
;;;Vespertino;303;;
;;;Noturno;303;;
;;;Integral;304;;
;;;Integral;305;;
;;;Integral;306;;
;;;Matutino;307;;
;;;Vespertino;307;;
;;;Noturno;307;;
;;;Matutino;308;;
;;;Vespertino;308;;
;;;Noturno;308;;
;;;Matutino;309;;
;;;Vespertino;309;;
;;;Noturno;309;;
;;;Matutino;310;;
;;;Vespertino;310;;
;;;Noturno;310;;
;;;Matutino;311;;
;;;Vespertino;311;;
;;;Noturno;311;;
;;;Matutino;312;;
;;;Vespertino;312;;
;;;Noturno;312;;
;;;Matutino;313;;
;;;Vespertino;313;;
;;;Noturno;313;;
;;;Matutino;314;;
;;;Vespertino;314;;
;;;Noturno;314;;
;;;Matutino;315;;
;;;Vespertino;315;;
;;;Noturno;315;;
;;;Matutino;316;;
;;;Vespertino;316;;
;;;Noturno;316;;
;;;Matutino;317;;
;;;Vespertino;317;;
;;;Noturno;317;;
;;;Integral;318;;
;;;Matutino;319;;
;;;Vespertino;319;;
;;;Noturno;319;;
;;;Matutino;320;;
;;;Vespertino;320;;
;;;Noturno;320;;
;;;Matutino;321;;
;;;Vespertino;321;;
;;;Noturno;321;;
;;;Matutino;322;;
;;;Vespertino;322;;
;;;Noturno;322;;
;;;Matutino;323;;
;;;Vespertino;323;;
;;;Noturno;323;;
;;;Matutino;324;;
;;;Vespertino;324;;
;;;Noturno;324;;
;;;Matutino;325;;
;;;Vespertino;325;;
;;;Noturno;325;;
;;;Matutino;326;;
;;;Vespertino;326;;
;;;Noturno;326;;
;;;Matutino;327;;
;;;Vespertino;327;;
;;;Noturno;327;;
;;;Matutino;328;;
;;;Vespertino;328;;
;;;Noturno;328;;
;;;Matutino;329;;
;;;Vespertino;329;;
;;;Noturno;329;;
;;;Integral;330;;
;;;Integral;331;;
;;;Matutino;332;;
;;;Vespertino;332;;
;;;Noturno;332;;
;;;Integral;333;;
;;;Matutino;334;;
;;;Vespertino;334;;
;;;Noturno;334;;
;;;Matutino;335;;
;;;Vespertino;335;;
;;;Noturno;335;;
;;;Matutino;336;;
;;;Vespertino;336;;
;;;Noturno;336;;
;;;Matutino;337;;
;;;Vespertino;337;;
;;;Noturno;337;;
;;;Integral;338;;
;;;Matutino;339;;
;;;Vespertino;339;;
;;;Noturno;339;;
;;;Matutino;340;;
;;;Vespertino;340;;
;;;Noturno;340;;
;;;Matutino;341;;
;;;Vespertino;341;;
;;;Noturno;341;;
;;;Matutino;342;;
;;;Vespertino;342;;
;;;Noturno;342;;
;;;Matutino;343;;
;;;Vespertino;343;;
;;;Noturno;343;;
;;;Matutino;344;;
;;;Vespertino;344;;
;;;Noturno;344;;
;;;Matutino;345;;
;;;Vespertino;345;;
;;;Noturno;345;;
;;;Matutino;346;;
;;;Vespertino;346;;
;;;Noturno;346;;
;;;Matutino;347;;
;;;Vespertino;347;;
;;;Noturno;347;;
;;;Matutino;348;;
;;;Vespertino;348;;
;;;Noturno;348;;
;;;Matutino;349;;
;;;Vespertino;349;;
;;;Noturno;349;;
;;;Matutino;350;;
;;;Vespertino;350;;
;;;Noturno;350;;
;;;Matutino;351;;
;;;Vespertino;351;;
;;;Noturno;351;;
;;;Matutino;352;;
;;;Vespertino;352;;
;;;Noturno;352;;
;;;Matutino;353;;
;;;Vespertino;353;;
;;;Noturno;353;;
;;;Matutino;354;;
;;;Vespertino;354;;
;;;Noturno;354;;
;;;Matutino;355;;
;;;Vespertino;355;;
;;;Noturno;355;;
;;;Matutino;356;;
;;;Vespertino;356;;
;;;Noturno;356;;
;;;Matutino;357;;
;;;Vespertino;357;;
;;;Noturno;357;;
;;;Matutino;358;;
;;;Vespertino;358;;
;;;Noturno;358;;
;;;Integral;359;;
;;;Matutino;360;;
;;;Vespertino;360;;
;;;Noturno;360;;
;;;Matutino;361;;
;;;Vespertino;361;;
;;;Noturno;361;;
;;;Matutino;362;;
;;;Vespertino;362;;
;;;Noturno;362;;
;;;Matutino;363;;
;;;Vespertino;363;;
;;;Noturno;363;;
;;;Matutino;364;;
;;;Vespertino;364;;
;;;Noturno;364;;
;;;Matutino;365;;
;;;Vespertino;365;;
;;;Noturno;365;;
;;;Integral;366;;
;;;Matutino;367;;
;;;Vespertino;367;;
;;;Noturno;367;;
;;;Matutino;368;;
;;;Vespertino;368;;
;;;Noturno;368;;
;;;Matutino;369;;
;;;Vespertino;369;;
;;;Noturno;369;;
;;;Matutino;370;;
;;;Vespertino;370;;
;;;Noturno;370;;
;;;Matutino;371;;
;;;Vespertino;371;;
;;;Noturno;371;;
;;;Matutino;372;;
;;;Vespertino;372;;
;;;Noturno;372;;
;;;Matutino;373;;
;;;Vespertino;373;;
;;;Noturno;373;;
;;;Integral;374;;
;;;Matutino;375;;
;;;Vespertino;375;;
;;;Noturno;375;;
;;;Integral;376;;
;;;Matutino;377;;
;;;Vespertino;377;;
;;;Noturno;377;;
;;;Matutino;378;;
;;;Vespertino;378;;
;;;Noturno;378;;
;;;Matutino;379;;
;;;Vespertino;379;;
;;;Noturno;379;;
;;;Matutino;380;;
;;;Vespertino;380;;
;;;Noturno;380;;
;;;Matutino;381;;
;;;Vespertino;381;;
;;;Noturno;381;;
;;;Matutino;382;;
;;;Vespertino;382;;
;;;Noturno;382;;
;;;Matutino;383;;
;;;Vespertino;383;;
;;;Noturno;383;;
;;;Integral;384;;
;;;Matutino;385;;
;;;Vespertino;385;;
;;;Noturno;385;;
;;;Matutino;386;;
;;;Vespertino;386;;
;;;Noturno;386;;
;;;Matutino;387;;
;;;Vespertino;387;;
;;;Noturno;387;;
;;;Matutino;388;;
;;;Vespertino;388;;
;;;Noturno;388;;
;;;Matutino;389;;
;;;Vespertino;389;;
;;;Noturno;389;;
;;;Matutino;390;;
;;;Vespertino;390;;
;;;Noturno;390;;
;;;Matutino;391;;
;;;Vespertino;391;;
;;;Noturno;391;;
;;;Matutino;392;;
;;;Vespertino;392;;
;;;Noturno;392;;
;;;Matutino;393;;
;;;Vespertino;393;;
;;;Noturno;393;;
;;;Matutino;394;;
;;;Vespertino;394;;
;;;Noturno;394;;
;;;Integral;395;;
;;;Matutino;396;;
;;;Vespertino;396;;
;;;Noturno;396;;
;;;Matutino;397;;
;;;Vespertino;397;;
;;;Noturno;397;;
;;;Matutino;398;;
;;;Vespertino;398;;
;;;Noturno;398;;
;;;Matutino;399;;
;;;Vespertino;399;;
;;;Noturno;399;;
;;;Matutino;400;;
;;;Vespertino;400;;
;;;Noturno;400;;
;;;Matutino;401;;
;;;Vespertino;401;;
;;;Noturno;401;;
;;;Matutino;402;;
;;;Vespertino;402;;
;;;Noturno;402;;
;;;Integral;403;;
;;;Matutino;404;;
;;;Vespertino;404;;
;;;Noturno;404;;
;;;Matutino;405;;
;;;Vespertino;405;;
;;;Noturno;405;;
;;;Matutino;406;;
;;;Vespertino;406;;
;;;Noturno;406;;
;;;Matutino;407;;
;;;Vespertino;407;;
;;;Noturno;407;;
;;;Matutino;408;;
;;;Vespertino;408;;
;;;Noturno;408;;
;;;Matutino;409;;
;;;Vespertino;409;;
;;;Noturno;409;;
;;;Matutino;410;;
;;;Vespertino;410;;
;;;Noturno;410;;
;;;Matutino;411;;
;;;Vespertino;411;;
;;;Noturno;411;;
;;;Matutino;412;;
;;;Vespertino;412;;
;;;Noturno;412;;
;;;Matutino;413;;
;;;Vespertino;413;;
;;;Noturno;413;;
;;;Matutino;414;;
;;;Vespertino;414;;
;;;Noturno;414;;
;;;Matutino;415;;
;;;Vespertino;415;;
;;;Noturno;415;;
;;;Matutino;416;;
;;;Vespertino;416;;
;;;Noturno;416;;
;;;Matutino;417;;
;;;Vespertino;417;;
;;;Noturno;417;;
;;;Matutino;418;;
;;;Vespertino;418;;
;;;Noturno;418;;
;;;Matutino;419;;
;;;Vespertino;419;;
;;;Noturno;419;;
;;;Matutino;420;;
;;;Vespertino;420;;
;;;Noturno;420;;
;;;Matutino;421;;
;;;Vespertino;421;;
;;;Noturno;421;;
;;;Integral;422;;
;;;Matutino;423;;
;;;Vespertino;423;;
;;;Noturno;423;;
;;;Integral;424;;
;;;Matutino;425;;
;;;Vespertino;425;;
;;;Noturno;425;;
;;;Integral;426;;
;;;Matutino;427;;
;;;Vespertino;427;;
;;;Noturno;427;;
;;;Matutino;428;;
;;;Vespertino;428;;
;;;Noturno;428;;
;;;Matutino;429;;
;;;Vespertino;429;;
;;;Noturno;429;;
;;;Matutino;430;;
;;;Vespertino;430;;
;;;Noturno;430;;
;;;Matutino;431;;
;;;Vespertino;431;;
;;;Noturno;431;;
;;;Matutino;432;;
;;;Vespertino;432;;
;;;Noturno;432;;
;;;Matutino;433;;
;;;Vespertino;433;;
;;;Noturno;433;;
;;;Matutino;434;;
;;;Vespertino;434;;
;;;Noturno;434;;
;;;Matutino;435;;
;;;Vespertino;435;;
;;;Noturno;435;;
;;;Matutino;436;;
;;;Vespertino;436;;
;;;Noturno;436;;
;;;Matutino;437;;
;;;Vespertino;437;;
;;;Noturno;437;;
;;;Matutino;438;;
;;;Vespertino;438;;
;;;Noturno;438;;
;;;Matutino;439;;
;;;Vespertino;439;;
;;;Noturno;439;;
;;;Integral;440;;
;;;Matutino;441;;
;;;Vespertino;441;;
;;;Noturno;441;;
;;;Matutino;442;;
;;;Vespertino;442;;
;;;Noturno;442;;
;;;Matutino;443;;
;;;Vespertino;443;;
;;;Noturno;443;;
;;;Integral;444;;
;;;Matutino;445;;
;;;Vespertino;445;;
;;;Noturno;445;;
;;;Matutino;446;;
;;;Vespertino;446;;
;;;Noturno;446;;
;;;Matutino;447;;
;;;Vespertino;447;;
;;;Noturno;447;;
;;;Matutino;448;;
;;;Vespertino;448;;
;;;Noturno;448;;
;;;Matutino;449;;
;;;Vespertino;449;;
;;;Noturno;449;;
;;;Matutino;450;;
;;;Vespertino;450;;
;;;Noturno;450;;
;;;Matutino;451;;
;;;Vespertino;451;;
;;;Noturno;451;;
;;;Matutino;452;;
;;;Vespertino;452;;
;;;Noturno;452;;
;;;Matutino;453;;
;;;Vespertino;453;;
;;;Noturno;453;;
;;;Matutino;454;;
;;;Vespertino;454;;
;;;Noturno;454;;
;;;Matutino;455;;
;;;Vespertino;455;;
;;;Noturno;455;;
;;;Matutino;456;;
;;;Vespertino;456;;
;;;Noturno;456;;
;;;Matutino;457;;
;;;Vespertino;457;;
;;;Noturno;457;;
;;;Matutino;458;;
;;;Vespertino;458;;
;;;Noturno;458;;
;;;Matutino;459;;
;;;Vespertino;459;;
;;;Noturno;459;;
;;;Matutino;460;;
;;;Vespertino;460;;
;;;Noturno;460;;
;;;Matutino;461;;
;;;Vespertino;461;;
;;;Noturno;461;;
;;;Matutino;462;;
;;;Vespertino;462;;
;;;Noturno;462;;
;;;Matutino;463;;
;;;Vespertino;463;;
;;;Noturno;463;;
;;;Integral;464;;
;;;Matutino;465;;
;;;Vespertino;465;;
;;;Noturno;465;;
;;;Matutino;466;;
;;;Vespertino;466;;
;;;Noturno;466;;
;;;Matutino;467;;
;;;Vespertino;467;;
;;;Noturno;467;;
;;;Matutino;468;;
;;;Vespertino;468;;
;;;Noturno;468;;
;;;Matutino;469;;
;;;Vespertino;469;;
;;;Noturno;469;;
;;;Matutino;470;;
;;;Vespertino;470;;
;;;Noturno;470;;
;;;Matutino;471;;
;;;Vespertino;471;;
;;;Noturno;471;;
;;;Matutino;472;;
;;;Vespertino;472;;
;;;Noturno;472;;
;;;Matutino;473;;
;;;Vespertino;473;;
;;;Noturno;473;;
;;;Matutino;474;;
;;;Vespertino;474;;
;;;Noturno;474;;
;;;Matutino;475;;
;;;Vespertino;475;;
;;;Noturno;475;;
;;;Integral;476;;
;;;Matutino;477;;
;;;Vespertino;477;;
;;;Noturno;477;;
;;;Matutino;478;;
;;;Vespertino;478;;
;;;Noturno;478;;
;;;Matutino;479;;
;;;Vespertino;479;;
;;;Noturno;479;;
;;;Matutino;480;;
;;;Vespertino;480;;
;;;Noturno;480;;
;;;Matutino;481;;
;;;Vespertino;481;;
;;;Noturno;481;;
;;;Matutino;482;;
;;;Vespertino;482;;
;;;Noturno;482;;
;;;Matutino;483;;
;;;Vespertino;483;;
;;;Noturno;483;;
;;;Matutino;484;;
;;;Vespertino;484;;
;;;Noturno;484;;
;;;Matutino;485;;
;;;Vespertino;485;;
;;;Noturno;485;;
;;;Matutino;486;;
;;;Vespertino;486;;
;;;Noturno;486;;
;;;Integral;487;;
;;;Integral;488;;
;;;Matutino;489;;
;;;Vespertino;489;;
;;;Noturno;489;;
;;;Matutino;490;;
;;;Vespertino;490;;
;;;Noturno;490;;
;;;Matutino;491;;
;;;Vespertino;491;;
;;;Noturno;491;;
;;;Matutino;492;;
;;;Vespertino;492;;
;;;Noturno;492;;
;;;Integral;493;;
;;;Matutino;494;;
;;;Vespertino;494;;
;;;Noturno;494;;
;;;Matutino;495;;
;;;Vespertino;495;;
;;;Noturno;495;;
;;;Matutino;496;;
;;;Vespertino;496;;
;;;Noturno;496;;
;;;Matutino;497;;
;;;Vespertino;497;;
;;;Noturno;497;;
;;;Matutino;498;;
;;;Vespertino;498;;
;;;Noturno;498;;
;;;Integral;499;;
;;;Integral;500;;
;;;Integral;501;;
;;;Integral;502;;
;;;Matutino;503;;
;;;Vespertino;503;;
;;;Noturno;503;;
;;;Matutino;504;;
;;;Vespertino;504;;
;;;Noturno;504;;
;;;Matutino;505;;
;;;Vespertino;505;;
;;;Noturno;505;;
;;;Matutino;506;;
;;;Vespertino;506;;
;;;Noturno;506;;
;;;Matutino;507;;
;;;Vespertino;507;;
;;;Noturno;507;;
;;;Integral;508;;
;;;Matutino;509;;
;;;Vespertino;509;;
;;;Noturno;509;;
;;;Matutino;510;;
;;;Vespertino;510;;
;;;Noturno;510;;
;;;Integral;511;;
;;;Matutino;512;;
;;;Vespertino;512;;
;;;Noturno;512;;
;;;Matutino;513;;
;;;Vespertino;513;;
;;;Noturno;513;;
;;;Matutino;514;;
;;;Vespertino;514;;
;;;Noturno;514;;
;;;Matutino;515;;
;;;Vespertino;515;;
;;;Noturno;515;;
;;;Matutino;516;;
;;;Vespertino;516;;
;;;Noturno;516;;
;;;Matutino;517;;
;;;Vespertino;517;;
;;;Noturno;517;;
;;;Matutino;518;;
;;;Vespertino;518;;
;;;Noturno;518;;
;;;Matutino;519;;
;;;Vespertino;519;;
;;;Noturno;519;;
;;;Matutino;520;;
;;;Vespertino;520;;
;;;Noturno;520;;
;;;Matutino;521;;
;;;Vespertino;521;;
;;;Noturno;521;;
;;;Matutino;522;;
;;;Vespertino;522;;
;;;Noturno;522;;
;;;Matutino;523;;
;;;Vespertino;523;;
;;;Noturno;523;;
;;;Matutino;524;;
;;;Vespertino;524;;
;;;Noturno;524;;
;;;Matutino;525;;
;;;Vespertino;525;;
;;;Noturno;525;;
;;;Matutino;526;;
;;;Vespertino;526;;
;;;Noturno;526;;
;;;Matutino;527;;
;;;Vespertino;527;;
;;;Noturno;527;;
;;;Integral;528;;
;;;Matutino;529;;
;;;Vespertino;529;;
;;;Noturno;529;;
;;;Matutino;530;;
;;;Vespertino;530;;
;;;Noturno;530;;
;;;Matutino;531;;
;;;Vespertino;531;;
;;;Noturno;531;;
;;;Matutino;532;;
;;;Vespertino;532;;
;;;Noturno;532;;
;;;Matutino;533;;
;;;Vespertino;533;;
